"File Name","Face Shape","Type of Lip","Color of Lip","Forehead","Cheeks with Dimple","Ear","Eye Size","Eye Defect","Eye Color","Eyebrow Style","Eyebrow Separation","Jaw Line","Skin Color","Hair Color","Hair Style","Beard Mustache Style","Nose","Age (Rough estimate as appearing)","Gender","Identification mark if any (describe)"
"S73.jpg","Round","Thin lips","Pink","Narrow","Yes","Square ear","Medium Eye","No visible defect","Blue","Sharp","Seperated","Sharp","White","Golden","Long hair girl","Shaven","Concave",28,"Female","no"
"S74.jpg","Diamond","Wide Lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Sharp","White","Black","Small hair","Stubble (medium)","Raised",30,"Male","no"
"S76.jpg","Round","Thin lips","Skin","Straight","No","pointed ear","Medium Eye","No visible defect","Brown","Sharp","Seperated","Round","White","Black","Small hair","Shaven","Straight",40,"Male","no"
"S77.jpg","Oval","Heavy upper lips","Pink","Narrow","No","pointed ear","Big Eye","No visible defect","Hazel","Sharp","Seperated","Sharp","White","Black","Long hair girl","Shaven","Lowered",28,"Female","no"
"S78.jpg","Oblong","Thin lips","Skin","Straight","No","narrow ear","Small Eye","No visible defect","Black","Medium thick","Seperated","Sharp","White","Black and white mixed","Medium length male","Shaven","Wavy",50,"Male","no"
"S79.jpg","Heart","Wide Lips","Pink","Straight","No","narrow ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Sharp","White","Black and white mixed","Medium length male","Stubble (short)","Straight",45,"Male","no"
"S80.jpg","Diamond","Wide Lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Black","Very Thick","Seperated","Sharp","Brown","Black","Medium length male","Balbo","Wavy",30,"Male","no"
"S81.jpg","Diamond","Thin lips","Pink","Straight","Yes","narrow ear","Small Eye","No visible defect","Brown","Sharp","Seperated","Sharp","White","Black","Medium length male","Stubble (long)","Wavy",40,"Male","no"
"S82.jpg","Round","Thin lips","Skin","Straight","No","narrow ear","Small Eye","No visible defect","Hazel","Sharp","High Seperated","Sharp","White","Black","Medium length male","Stubble (short)","Concave",40,"Male","no"
"S83.jpeg","Heart","Heavy lower lips","Skin","Narrow","No","narrow ear","Big Eye","No visible defect","Brown","Sharp","High Seperated","Sharp","Fair","Golden","Long hair girl","Shaven","Straight",30,"Female","No"
"S99.jpg","Round","Wide Lips","Pink","Straight","No","Square ear","Medium Eye","No visible defect","Hazel","Sharp","Seperated","Round","Brown","Brown","Small hair","Full beard","Straight",35,"Male","Non"
"S100.jpeg","Diamond","Heavy upper lips","Red","Straight","No","pointed ear","Medium Eye","No visible defect","Hazel","Medium thick","Seperated","Sharp","White","Brown","Long hair girl","Shaven","Straight",31,"Female","NA"
"S98.jpg","Rectangle","Heavy lower lips","Pink","Straight","No","narrow ear","Medium Eye","No visible defect","Brown","Very Thick","Seperated","Round","Fair","Black","Medium length male","Shaven","Concave",35,"Male","No Identification marks"
"S87.jpg","Heart","Thin lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Round","White","Black and white mixed","Medium length male","Stubble (long)","Raised",45,"Male","no"
"S86.jpeg","Oblong","Heavy upper lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Brown","Sharp","High Seperated","Sharp","Fair","Black","Small hair","Shaven","Straight",29,"Male","No"
"S88.jpg","Round","Heavy lower lips","Red","Broad","No","Square ear","Big Eye","No visible defect","Gray","Sharp","High Seperated","Sharp","White","Golden","Long hair girl","Shaven","Raised",26,"Female","no"
"S89.jpg","Heart","Heart shaped lips","Pink","Straight","No","pointed ear","Medium Eye","Defect In Right Eye","Gray","Sharp","Seperated","Sharp","White","Brown","Small hair","Shaven","Concave",35,"Male","no"
"S90.jpg","Heart","Wide Lips","Red","Straight","No","Broad lobe","Medium Eye","No visible defect","Blue","Medium thick","Seperated","Sharp","White","Brown","Medium length male","Circle Beard","Straight",45,"Male","no"
"S91.jpg","Oval","Heavy lower lips","Pink","Fuzzi-Mount","No","narrow ear","Medium Eye","No visible defect","Blue","Sharp","Seperated","Sharp","White","Golden","Long hair girl","Shaven","Concave",22,"Female","no"
"S92.jpg","Rectangle","Wide Lips","Pink","Straight","No","narrow ear","Medium Eye","No visible defect","Blue","Sharp","Seperated","Round","White","Golden","Long hair girl","Shaven","Raised",30,"Female","no"
"S93.jpg","Diamond","Full Lips","Red","Broad","No","narrow ear","Big Eye","No visible defect","Black","Sharp","High Seperated","Sharp","White","Brown","Long hair girl","Shaven","Lowered",32,"Female","no"
"S94.jpg","Diamond","Wide Lips","Pink","Curved","No","narrow ear","Medium Eye","No visible defect","Gray","Medium thick","Seperated","Round","White","Golden","Long hair girl","Shaven","Raised",34,"Female","no"
"S95.jpg","Rectangle","Thin lips","Skin","Broad","No","narrow ear","Medium Eye","No visible defect","Gray","Medium thick","Seperated","Round","White","Black and white mixed","Long hair male","Stubble (short)","Straight",45,"Male","no"
"S96.jpg","Oval","Thin lips","Red","Broad","No","Square ear","Small Eye","Defect In Right Eye","Black","Medium thick","Seperated","Sharp","Fair","Black","Long hair male","Extended goatee","Straight",46,"Male","no"
"S97.jpg","Rectangle","Thin lips","Pink","Narrow","No","Square ear","Small Eye","No visible defect","Gray","Very Thick","Seperated","Sharp","White","Black","Medium length male","Stubble (short)","Straight","30-40","Male","None"
"S113.jpg","Diamond","Thin lips","Pink","Curved","Yes","pointed ear","Medium Eye","No visible defect","Hazel","Medium thick","Seperated","Sharp","Fair","Black","Medium length male","Goatee","Straight",29,"Male","Non"
"S114.jpeg","Diamond","Heavy upper lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Blue","Medium thick","Seperated","Sharp","White","Golden","Short hair girl","Shaven","Straight",32,"Female","NA"
"S112.jpg","Heart","Heart shaped lips","Skin","Straight","No","pointed ear","Big Eye","No visible defect","Black","Very Thick","Seperated","Flat","Fair","Black","Medium length male","Shaven","Concave",30,"Male","No Identification marks"
"S101.jpg","Diamond","Wide Lips","Red","Broad","No","Square ear","Medium Eye","No visible defect","Blue","Very Thick","Seperated","Sharp","White","Golden","Long hair girl","Shaven","Concave",22,"Female","no"
"S102.jpeg","Round","Heavy lower lips","Pink","Straight","Yes","Broad lobe","Medium Eye","Defect in Left Eye","Brown","Sharp","Seperated","Round","Dark","Black","Small hair","Extended goatee","Concave",45,"Male","Mark on left cheek"
"S103.jpg","Heart","Thin lips","Pink","Straight","Yes","Broad lobe","Small Eye","No visible defect","Blue","Very Thick","Joined","Sharp","White","Brown","Medium length male","Full beard","Concave",43,"Male","no"
"S104.jpg","Oval","Heavy lower lips","Pink","Broad","No","narrow ear","Medium Eye","No visible defect","Black","Sharp","Joined","Round","Fair","Black","Medium length male","Stubble (medium)","Straight",35,"Male","no"
"S105.jpg","Oval","Thin lips","Skin","Straight","No","pointed ear","Small Eye","No visible defect","Hazel","Very Thick","High Seperated","Sharp","White","Black","Medium length male","Circle Beard","Wavy",34,"Male","no"
"S106.jpg","Heart","Thin lips","Skin","Broad","No","narrow ear","Small Eye","No visible defect","Hazel","Medium thick","Seperated","Round","White","Black","Small hair","Shaven","Convex",62,"Male","no"
"S107.jpg","Heart","Thin lips","Skin","Broad","No","pointed ear","Medium Eye","No visible defect","Hazel","Medium thick","Seperated","Sharp","White","White","Full Bald","Shaven","Straight",56,"Male","no"
"S108.jpg","Heart","Wide Lips","Pink","Straight","No","narrow ear","Medium Eye","No visible defect","Gray","Very Thick","Seperated","Sharp","White","Black","Medium length male","Stubble (short)","Wavy",34,"Male","no"
"S109.jpg","Heart","Heart shaped lips","Pink","Sharp","No","pointed ear","Medium Eye","No visible defect","Hazel","Medium thick","High Seperated","Sharp","White","Black","Long hair girl","Shaven","Straight","20-30","Female","None"
"S110.jpg","Diamond","Thin lips","Skin","Straight","No","narrow ear","Medium Eye","No visible defect","Gray","Medium thick","Seperated","Sharp","White","Black","Medium length male","Shaven","Straight",32,"Male","no"
"S111.jpg","Diamond","Heavy lower lips","Pink","Narrow","Yes","narrow ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Sharp","Fair","Brown","Long hair girl","Shaven","Straight","30-40","Female","None"
"S116.jpg","Heart","Thin lips","Pink","Straight","No","Broad lobe","Medium Eye","Defect in Left Eye","Brown","Very Thick","Seperated","Sharp","Fair","Brown","Long hair male","Stubble (short)","Concave",35,"Male","Non"
"S117.jpeg","Diamond","Heavy upper lips","Red","Broad","No","pointed ear","Medium Eye","No visible defect","Gray","Medium thick","Seperated","Sharp","White","Golden","Short hair girl","Shaven","Straight",34,"Female","NA"
"S118.jpg","Oblong","Heavy lower lips","Skin","Straight","No","Broad lobe","Medium Eye","No visible defect","Brown","Very Thick","Seperated","Flat","Fair","Black","Medium length male","Stubble (medium)","Concave",30,"Male","A mole on nose"
"S115.jpeg","Round","Heavy lower lips","Pink","Narrow","Yes","pointed ear","Medium Eye","No visible defect","Brown","Sharp","High Seperated","Sharp","White","Black","Long hair girl","Shaven","Concave",25,"Female","No"
"S120.jpg","Round","Heavy upper lips","Pink","Straight","No","pointed ear","Small Eye","Defect In Right Eye","Blue","Medium thick","Seperated","Flat","Fair","Brown","Medium length male","Stubble (short)","Straight",36,"Male","Non"
"S121.jpeg","Diamond","Heavy upper lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Black","Medium thick","Seperated","Sharp","White","Golden","Short hair girl","Shaven","Straight",34,"Female","NA"
"S119.jpeg","Oval","Heart shaped lips","Red","Broad","No","narrow ear","Big Eye","No visible defect","Black","Medium thick","Seperated","Flat","Fair","Brown","Long hair girl","Shaven","Straight",28,"Female","No Identification marks"
"S123.jpg","Diamond","Thin lips","Pink","Narrow","No","Broad lobe","Big Eye","No visible defect","Brown","Very Thick","Seperated","Sharp","Fair","Black","Medium length male","Stubble (short)","Straight",33,"Male","Non"
"S124.jpeg","Diamond","Heavy upper lips","Pink","Broad","No","pointed ear","Medium Eye","No visible defect","Black","Medium thick","Seperated","Sharp","White","Golden","Long hair girl","Shaven","Straight",30,"Female","NA"
"S122.jpg","Round","Heavy lower lips","Pink","Straight","Yes","narrow ear","Big Eye","No visible defect","Blue","Medium thick","Seperated","Round","Fair","Black","Long hair girl","Shaven","Straight",30,"Male","No Identification marks"
"S126.jpg","Oval","Thin lips","Black","Straight","No","pointed ear","Medium Eye","Defect in Left Eye","Brown","Medium thick","Seperated","Round","Brown","Black","Small hair","Shaven","Straight",26,"Male","Non"
"S125.jpg","Rectangle","Wide Lips","Pink","Straight","No","pointed ear","Small Eye","No visible defect","Blue","Sharp","Seperated","Sharp","White","Brown","Long hair girl","Shaven","Straight",40,"Female","None"
"S127.jpg","Rectangle","Full Lips","Pink","Straight","Yes","Broad lobe","Medium Eye","No visible defect","Black","Medium thick","High Seperated","Flat","Fair","Black","Small hair","Shaven","Straight",25,"Male","-"
"S128.jpg","Rectangle","Thin lips","Pink","Straight","No","pointed ear","Medium Eye","No visible defect","Blue","Medium thick","Seperated","Sharp","Fair","Golden","Small hair","Stubble (short)","Concave",33,"Male","none"
"S129.jpeg","Diamond","Heavy lower lips","Pink","Broad","Yes","Square ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Sharp","Brown","Black","Small hair","Shaven","Straight",37,"Male","No identification mark"
"S130.jpg","Oblong","Thin lips","Pink","Straight","No","narrow ear","Medium Eye","No visible defect","Black","Medium thick","Seperated","Sharp","White","Golden","Medium length male","Shaven","Straight",23,"Male","none"
"S135.jpeg","Oblong","Thin lips","Pink","Broad","Yes","Square ear","Medium Eye","No visible defect","Black","Medium thick","High Seperated","Sharp","White","Golden","Half Bald","Extended goatee","Wavy",55,"Male","None"
"S131.jpeg","Oblong","Thin lips","Skin","Broad","No","pointed ear","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Round","White","Black","Medium length male","Stubble (medium)","Convex",30,"Male","None"
"S133.jpeg","Oblong","Thin lips","Pink","Broad","No","Broad lobe","Medium Eye","No visible defect","Brown","Medium thick","Seperated","Round","Fair","Black","Small hair","Stubble (short)","Convex",45,"Male","Mark on right half of face"
